Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[read1 file]	Comment[read2 file]	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S14_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S14_L001_R2_001.fastq.gz	UC-2915-Sample4_S14_L001_R2_001.fastq.gz	ERR6131714	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131714/ERR6131714_2.fastq.gzUC-2915-Sample4_S14_L001_R2_001.fastq.gz	UC-2915-Sample4_S14_L001_R1_001.fastq.gz	UC-2915-Sample4_S14_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S14_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S14_L002_R1_001.fastq.gz	UC-2915-Sample4_S14_L002_R1_001.fastq.gz	ERR6131715	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131715/ERR6131715_1.fastq.gzUC-2915-Sample4_S14_L002_R1_001.fastq.gz	UC-2915-Sample4_S14_L002_R1_001.fastq.gz	UC-2915-Sample4_S14_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S14_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S14_L002_R2_001.fastq.gz	UC-2915-Sample4_S14_L002_R2_001.fastq.gz	ERR6131715	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131715/ERR6131715_2.fastq.gzUC-2915-Sample4_S14_L002_R2_001.fastq.gz	UC-2915-Sample4_S14_L002_R1_001.fastq.gz	UC-2915-Sample4_S14_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S15_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S15_L001_R1_001.fastq.gz	UC-2915-Sample4_S15_L001_R1_001.fastq.gz	ERR6131716	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131716/ERR6131716_1.fastq.gzUC-2915-Sample4_S15_L001_R1_001.fastq.gz	UC-2915-Sample4_S15_L001_R1_001.fastq.gz	UC-2915-Sample4_S15_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S15_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S15_L001_R2_001.fastq.gz	UC-2915-Sample4_S15_L001_R2_001.fastq.gz	ERR6131716	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131716/ERR6131716_2.fastq.gzUC-2915-Sample4_S15_L001_R2_001.fastq.gz	UC-2915-Sample4_S15_L001_R1_001.fastq.gz	UC-2915-Sample4_S15_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S15_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S15_L002_R1_001.fastq.gz	UC-2915-Sample4_S15_L002_R1_001.fastq.gz	ERR6131717	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131717/ERR6131717_1.fastq.gzUC-2915-Sample4_S15_L002_R1_001.fastq.gz	UC-2915-Sample4_S15_L002_R1_001.fastq.gz	UC-2915-Sample4_S15_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S15_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S15_L002_R2_001.fastq.gz	UC-2915-Sample4_S15_L002_R2_001.fastq.gz	ERR6131717	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/007/ERR6131717/ERR6131717_2.fastq.gzUC-2915-Sample4_S15_L002_R2_001.fastq.gz	UC-2915-Sample4_S15_L002_R1_001.fastq.gz	UC-2915-Sample4_S15_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S16_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S16_L001_R1_001.fastq.gz	UC-2915-Sample4_S16_L001_R1_001.fastq.gz	ERR6131718	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131718/ERR6131718_1.fastq.gzUC-2915-Sample4_S16_L001_R1_001.fastq.gz	UC-2915-Sample4_S16_L001_R1_001.fastq.gz	UC-2915-Sample4_S16_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S16_L001	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S16_L001_R2_001.fastq.gz	UC-2915-Sample4_S16_L001_R2_001.fastq.gz	ERR6131718	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/008/ERR6131718/ERR6131718_2.fastq.gzUC-2915-Sample4_S16_L001_R2_001.fastq.gz	UC-2915-Sample4_S16_L001_R1_001.fastq.gz	UC-2915-Sample4_S16_L001_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S16_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S16_L002_R1_001.fastq.gz	UC-2915-Sample4_S16_L002_R1_001.fastq.gz	ERR6131719	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131719/ERR6131719_1.fastq.gzUC-2915-Sample4_S16_L002_R1_001.fastq.gz	UC-2915-Sample4_S16_L002_R1_001.fastq.gz	UC-2915-Sample4_S16_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 4	ERS7007752	SAMEA9273531	Homo sapiens	sample4	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 4	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample4_S16_L002	group 4	sequencing assay	ERX5768856	UC-2915-Sample4_S16_L002_R2_001.fastq.gz	UC-2915-Sample4_S16_L002_R2_001.fastq.gz	ERR6131719	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/009/ERR6131719/ERR6131719_2.fastq.gzUC-2915-Sample4_S16_L002_R2_001.fastq.gz	UC-2915-Sample4_S16_L002_R1_001.fastq.gz	UC-2915-Sample4_S16_L002_R2_001.fastq.gz	0	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S17_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S17_L001_R1_001.fastq.gz	UC-2915-Sample5_S17_L001_R1_001.fastq.gz	ERR6131720	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131720/ERR6131720_1.fastq.gzUC-2915-Sample5_S17_L001_R1_001.fastq.gz	UC-2915-Sample5_S17_L001_R1_001.fastq.gz	UC-2915-Sample5_S17_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S17_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S17_L001_R2_001.fastq.gz	UC-2915-Sample5_S17_L001_R2_001.fastq.gz	ERR6131720	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/000/ERR6131720/ERR6131720_2.fastq.gzUC-2915-Sample5_S17_L001_R2_001.fastq.gz	UC-2915-Sample5_S17_L001_R1_001.fastq.gz	UC-2915-Sample5_S17_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S17_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S17_L002_R1_001.fastq.gz	UC-2915-Sample5_S17_L002_R1_001.fastq.gz	ERR6131721	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131721/ERR6131721_1.fastq.gzUC-2915-Sample5_S17_L002_R1_001.fastq.gz	UC-2915-Sample5_S17_L002_R1_001.fastq.gz	UC-2915-Sample5_S17_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S17_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S17_L002_R2_001.fastq.gz	UC-2915-Sample5_S17_L002_R2_001.fastq.gz	ERR6131721	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/001/ERR6131721/ERR6131721_2.fastq.gzUC-2915-Sample5_S17_L002_R2_001.fastq.gz	UC-2915-Sample5_S17_L002_R1_001.fastq.gz	UC-2915-Sample5_S17_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S18_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S18_L001_R1_001.fastq.gz	UC-2915-Sample5_S18_L001_R1_001.fastq.gz	ERR6131722	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131722/ERR6131722_1.fastq.gzUC-2915-Sample5_S18_L001_R1_001.fastq.gz	UC-2915-Sample5_S18_L001_R1_001.fastq.gz	UC-2915-Sample5_S18_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S18_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S18_L001_R2_001.fastq.gz	UC-2915-Sample5_S18_L001_R2_001.fastq.gz	ERR6131722	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/002/ERR6131722/ERR6131722_2.fastq.gzUC-2915-Sample5_S18_L001_R2_001.fastq.gz	UC-2915-Sample5_S18_L001_R1_001.fastq.gz	UC-2915-Sample5_S18_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S18_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S18_L002_R1_001.fastq.gz	UC-2915-Sample5_S18_L002_R1_001.fastq.gz	ERR6131723	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131723/ERR6131723_1.fastq.gzUC-2915-Sample5_S18_L002_R1_001.fastq.gz	UC-2915-Sample5_S18_L002_R1_001.fastq.gz	UC-2915-Sample5_S18_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S18_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S18_L002_R2_001.fastq.gz	UC-2915-Sample5_S18_L002_R2_001.fastq.gz	ERR6131723	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/003/ERR6131723/ERR6131723_2.fastq.gzUC-2915-Sample5_S18_L002_R2_001.fastq.gz	UC-2915-Sample5_S18_L002_R1_001.fastq.gz	UC-2915-Sample5_S18_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S19_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S19_L001_R1_001.fastq.gz	UC-2915-Sample5_S19_L001_R1_001.fastq.gz	ERR6131724	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131724/ERR6131724_1.fastq.gzUC-2915-Sample5_S19_L001_R1_001.fastq.gz	UC-2915-Sample5_S19_L001_R1_001.fastq.gz	UC-2915-Sample5_S19_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S19_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S19_L001_R2_001.fastq.gz	UC-2915-Sample5_S19_L001_R2_001.fastq.gz	ERR6131724	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/004/ERR6131724/ERR6131724_2.fastq.gzUC-2915-Sample5_S19_L001_R2_001.fastq.gz	UC-2915-Sample5_S19_L001_R1_001.fastq.gz	UC-2915-Sample5_S19_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S19_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S19_L002_R1_001.fastq.gz	UC-2915-Sample5_S19_L002_R1_001.fastq.gz	ERR6131725	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131725/ERR6131725_1.fastq.gzUC-2915-Sample5_S19_L002_R1_001.fastq.gz	UC-2915-Sample5_S19_L002_R1_001.fastq.gz	UC-2915-Sample5_S19_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S19_L002	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S19_L002_R2_001.fastq.gz	UC-2915-Sample5_S19_L002_R2_001.fastq.gz	ERR6131725	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/005/ERR6131725/ERR6131725_2.fastq.gzUC-2915-Sample5_S19_L002_R2_001.fastq.gz	UC-2915-Sample5_S19_L002_R1_001.fastq.gz	UC-2915-Sample5_S19_L002_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S20_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S20_L001_R1_001.fastq.gz	UC-2915-Sample5_S20_L001_R1_001.fastq.gz	ERR6131726	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131726/ERR6131726_1.fastq.gzUC-2915-Sample5_S20_L001_R1_001.fastq.gz	UC-2915-Sample5_S20_L001_R1_001.fastq.gz	UC-2915-Sample5_S20_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
Sample 5	ERS7007753	SAMEA9273532	Homo sapiens	sample5	77	year	male	adult	glioblastoma multiforme	BFP expressing lentivirus	brain	glial brain cell	U3065MG	cell	P-MTAB-111272	P-MTAB-111273	P-MTAB-111274	Sample 5	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	300	50	5'-3'-3'-5'	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	10x	none	16	read 1	12	P-MTAB-111275	SciLifeLab - SNP&SEQ, NGI 	UC-2915-Sample5_S20_L001	group 5	sequencing assay	ERX5768857	UC-2915-Sample5_S20_L001_R2_001.fastq.gz	UC-2915-Sample5_S20_L001_R2_001.fastq.gz	ERR6131726	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR613/006/ERR6131726/ERR6131726_2.fastq.gzUC-2915-Sample5_S20_L001_R2_001.fastq.gz	UC-2915-Sample5_S20_L001_R1_001.fastq.gz	UC-2915-Sample5_S20_L001_R2_001.fastq.gz	14	day	EFO	UO_0000033
